date;heure;PM25;PM10;O3;NO2;CO
13/12/2015;13;14;20;15;51;300
13/12/2015;14;19;23;11;56;300
13/12/2015;15;22;27;7;55;400
13/12/2015;16;22;28;4;60;400
13/12/2015;17;19;24;2;61;400
13/12/2015;18;19;24;2;60;400
13/12/2015;19;21;26;3;60;400
13/12/2015;20;21;25;3;57;300
13/12/2015;21;24;28;11;43;300
13/12/2015;22;32;37;18;37;300
13/12/2015;23;32;37;18;37;300
13/12/2015;24;23;28;18;36;200
14/12/2015;1;14;18;23;29;200
14/12/2015;2;14;17;26;24;200
14/12/2015;3;14;18;25;22;200
14/12/2015;4;14;17;26;20;200
14/12/2015;5;16;18;22;24;200
14/12/2015;6;16;21;6;41;300
14/12/2015;7;19;27;3;49;300
14/12/2015;8;17;n/d;2;52;300
14/12/2015;9;16;25;3;49;400
14/12/2015;10;17;26;4;48;400
14/12/2015;11;19;32;4;46;400
14/12/2015;12;21;32;6;44;400
14/12/2015;13;24;33;7;46;400
14/12/2015;14;25;37;6;51;400
14/12/2015;15;28;44;4;54;400
14/12/2015;16;30;48;3;57;500
14/12/2015;17;31;47;2;56;600
14/12/2015;18;32;47;2;57;700
14/12/2015;19;36;49;2;57;700
14/12/2015;20;31;42;2;54;600
14/12/2015;21;32;42;2;54;600
14/12/2015;22;33;41;2;52;600
14/12/2015;23;32;40;2;53;600
14/12/2015;24;30;40;2;49;500
15/12/2015;1;31;41;1;45;400
15/12/2015;2;28;32;1;43;400
15/12/2015;3;27;31;2;42;400
15/12/2015;4;26;29;0;42;400
15/12/2015;5;23;29;0;43;300
15/12/2015;6;24;31;0;47;400
15/12/2015;7;24;32;1;57;500
15/12/2015;8;23;36;2;60;500
15/12/2015;9;24;37;2;59;500
15/12/2015;10;22;36;3;58;400
15/12/2015;11;21;31;4;55;400
15/12/2015;12;22;30;6;55;400
15/12/2015;13;22;29;8;53;400
15/12/2015;14;19;30;8;54;400
15/12/2015;15;17;25;6;57;400
15/12/2015;16;17;27;3;66;400
15/12/2015;17;16;26;3;61;400
15/12/2015;18;16;22;3;60;400
15/12/2015;19;15;17;4;59;500
15/12/2015;20;14;18;3;61;400
15/12/2015;21;14;18;4;54;400
15/12/2015;22;12;16;7;48;400
15/12/2015;23;10;16;18;35;300
15/12/2015;24;12;18;29;23;300
16/12/2015;1;11;18;29;17;200
16/12/2015;2;12;18;27;18;200
16/12/2015;3;12;22;26;16;300
16/12/2015;4;14;24;26;16;200
16/12/2015;5;13;28;23;21;200
16/12/2015;6;14;32;11;38;300
16/12/2015;7;16;37;8;50;300
16/12/2015;8;16;37;7;57;300
16/12/2015;9;17;39;8;59;400
16/12/2015;10;16;35;7;60;400
16/12/2015;11;18;40;12;54;300
16/12/2015;12;18;39;26;41;300
16/12/2015;13;13;32;25;45;300
16/12/2015;14;15;32;18;55;300
16/12/2015;15;14;32;9;63;400
16/12/2015;16;14;35;5;67;500
16/12/2015;17;14;31;2;65;500
16/12/2015;18;16;31;2;61;500
16/12/2015;19;16;33;3;53;400
16/12/2015;20;19;29;2;52;500
16/12/2015;21;20;31;3;50;400
16/12/2015;22;20;32;6;42;400
16/12/2015;23;21;37;9;36;400
16/12/2015;24;20;38;6;39;300
17/12/2015;1;20;36;5;40;300
17/12/2015;2;18;33;11;33;300
17/12/2015;3;17;29;11;32;300
17/12/2015;4;16;27;5;37;300
17/12/2015;5;16;26;5;40;300
17/12/2015;6;15;26;3;46;300
17/12/2015;7;15;27;2;54;300
17/12/2015;8;16;29;2;60;500
17/12/2015;9;19;37;3;64;600
17/12/2015;10;19;36;5;53;400
17/12/2015;11;17;31;9;52;400
17/12/2015;12;18;31;10;52;400
17/12/2015;13;16;30;11;54;400
17/12/2015;14;15;32;8;59;400
17/12/2015;15;17;34;6;62;400
17/12/2015;16;15;32;3;64;400
17/12/2015;17;16;29;2;64;400
17/12/2015;18;15;25;2;62;400
17/12/2015;19;17;27;2;60;500
17/12/2015;20;19;33;3;63;500
17/12/2015;21;19;33;11;45;300
17/12/2015;22;17;32;8;45;300
17/12/2015;23;17;33;14;35;200
17/12/2015;24;17;28;11;35;300
18/12/2015;1;18;30;8;37;200
18/12/2015;2;16;29;17;31;200
18/12/2015;3;14;24;20;27;200
18/12/2015;4;13;24;28;21;200
18/12/2015;5;12;24;35;19;200
18/12/2015;6;10;22;23;40;200
18/12/2015;7;10;18;7;61;300
18/12/2015;8;14;23;2;57;500
18/12/2015;9;19;34;2;55;500
18/12/2015;10;21;43;3;46;400
18/12/2015;11;27;55;n/d;46;n/d
18/12/2015;12;28;55;n/d;47;n/d
18/12/2015;13;27;50;n/d;47;400
18/12/2015;14;29;48;3;43;400
18/12/2015;15;28;48;2;41;400
18/12/2015;16;22;35;1;42;400
18/12/2015;17;22;36;1;43;400
18/12/2015;18;22;35;1;47;400
18/12/2015;19;25;35;1;48;400
18/12/2015;20;26;35;3;45;400
18/12/2015;21;25;30;5;45;300
18/12/2015;22;23;30;7;42;300
18/12/2015;23;24;39;2;48;300
18/12/2015;24;24;41;2;45;400
19/12/2015;1;24;37;2;43;300
19/12/2015;2;21;34;4;38;300
19/12/2015;3;19;30;3;39;300
19/12/2015;4;20;29;4;34;300
19/12/2015;5;18;29;2;40;300
19/12/2015;6;19;31;1;42;400
19/12/2015;7;20;30;1;43;400
19/12/2015;8;20;31;1;43;400
19/12/2015;9;20;33;3;40;400
19/12/2015;10;21;36;6;39;400
19/12/2015;11;23;38;9;40;400
19/12/2015;12;22;39;14;39;400
19/12/2015;13;21;37;15;43;400
19/12/2015;14;22;40;16;44;400
19/12/2015;15;22;39;9;56;500
19/12/2015;16;22;37;6;62;500
19/12/2015;17;23;40;2;68;500
19/12/2015;18;23;40;4;55;400
19/12/2015;19;23;39;2;54;500
19/12/2015;20;25;43;2;58;500
19/12/2015;21;27;44;2;55;400
19/12/2015;22;26;41;5;48;400
19/12/2015;23;23;39;3;51;400
19/12/2015;24;24;36;3;53;400
20/12/2015;1;22;35;5;51;300
20/12/2015;2;19;31;7;47;300
20/12/2015;3;16;27;19;28;200
20/12/2015;4;16;23;18;25;200
20/12/2015;5;15;23;14;29;200
20/12/2015;6;16;21;12;32;200
20/12/2015;7;12;22;16;32;200
20/12/2015;8;13;20;15;34;200
20/12/2015;9;13;21;17;31;400
20/12/2015;10;12;24;19;30;300
20/12/2015;11;15;27;18;35;300
20/12/2015;12;15;26;22;31;300
20/12/2015;13;16;25;23;31;300
20/12/2015;14;14;28;19;38;300
20/12/2015;15;15;27;16;39;300
20/12/2015;16;16;24;9;47;300
20/12/2015;17;18;25;5;51;300
20/12/2015;18;17;25;6;50;400
20/12/2015;19;15;24;23;43;300
20/12/2015;20;7;21;34;32;200
20/12/2015;21;11;15;38;29;200
20/12/2015;22;10;15;41;27;200
20/12/2015;23;9;n/d;50;21;200
20/12/2015;24;10;n/d;51;19;200
21/12/2015;1;12;n/d;46;20;200
21/12/2015;2;8;16;52;12;200
21/12/2015;3;8;14;53;11;200
21/12/2015;4;6;13;52;12;200
21/12/2015;5;6;12;52;14;200
21/12/2015;6;5;12;38;31;200
21/12/2015;7;4;14;37;37;200
21/12/2015;8;6;13;31;44;200
21/12/2015;9;6;15;30;44;300
21/12/2015;10;5;16;36;39;300
21/12/2015;11;7;18;41;36;200
21/12/2015;12;8;18;45;33;300
21/12/2015;13;8;19;48;30;200
21/12/2015;14;6;19;49;30;200
21/12/2015;15;7;20;42;39;300
21/12/2015;16;7;20;39;43;300
21/12/2015;17;8;20;35;45;300
21/12/2015;18;6;21;35;43;300
21/12/2015;19;8;16;36;39;300
21/12/2015;20;8;17;47;28;200
21/12/2015;21;8;17;48;27;200
21/12/2015;22;8;17;52;21;200
21/12/2015;23;9;16;54;19;200
21/12/2015;24;7;15;55;18;200
22/12/2015;1;5;12;57;14;200
22/12/2015;2;5;10;62;11;200
22/12/2015;3;5;9;62;9;200
22/12/2015;4;4;10;61;10;200
22/12/2015;5;5;10;56;12;200
22/12/2015;6;4;12;45;24;200
22/12/2015;7;5;9;36;36;200
22/12/2015;8;6;12;25;51;300
22/12/2015;9;7;15;28;45;300
22/12/2015;10;8;18;30;42;300
22/12/2015;11;8;16;34;39;300
22/12/2015;12;6;15;39;39;300
22/12/2015;13;7;13;48;30;200
22/12/2015;14;9;13;38;37;300
22/12/2015;15;10;22;35;40;300
22/12/2015;16;11;16;31;44;300
22/12/2015;17;12;17;31;43;300
22/12/2015;18;12;18;28;46;300
22/12/2015;19;12;19;35;37;300
22/12/2015;20;13;19;36;35;200
22/12/2015;21;14;18;41;27;200
22/12/2015;22;13;18;40;25;200
22/12/2015;23;13;18;41;21;200
22/12/2015;24;13;18;42;17;200
23/12/2015;1;15;16;45;13;200
23/12/2015;2;12;20;48;11;100
23/12/2015;3;10;19;51;10;100
23/12/2015;4;10;15;49;11;100
23/12/2015;5;12;15;48;12;200
23/12/2015;6;10;14;35;25;200
23/12/2015;7;9;11;17;48;200
23/12/2015;8;9;11;7;64;300
23/12/2015;9;7;13;10;64;300
23/12/2015;10;6;15;25;48;200
23/12/2015;11;7;15;32;41;200
23/12/2015;12;7;16;36;41;200
23/12/2015;13;8;19;37;41;200
23/12/2015;14;8;20;38;39;200
23/12/2015;15;9;18;36;44;200
23/12/2015;16;8;18;27;46;300
23/12/2015;17;8;20;19;55;300
23/12/2015;18;10;21;5;72;400
23/12/2015;19;13;25;3;71;400
23/12/2015;20;16;26;3;68;400
23/12/2015;21;18;28;4;62;400
23/12/2015;22;18;26;7;52;300
23/12/2015;23;19;26;16;36;300
23/12/2015;24;13;19;23;31;200
24/12/2015;1;11;18;28;24;200
24/12/2015;2;12;18;23;26;200
24/12/2015;3;14;20;15;31;300
24/12/2015;4;16;20;16;28;200
24/12/2015;5;14;23;16;32;200
24/12/2015;6;14;22;9;43;200
24/12/2015;7;15;23;7;48;200
24/12/2015;8;17;23;6;52;300
24/12/2015;9;16;21;13;48;300
24/12/2015;10;13;22;26;35;200
24/12/2015;11;13;22;27;34;200
24/12/2015;12;14;23;25;34;300
24/12/2015;13;15;20;28;32;300
24/12/2015;14;12;21;34;29;200
24/12/2015;15;13;18;35;29;200
24/12/2015;16;12;18;29;34;300
24/12/2015;17;12;19;28;34;300
24/12/2015;18;11;19;32;30;300
24/12/2015;19;11;21;26;33;200
24/12/2015;20;10;21;29;28;200
24/12/2015;21;13;20;33;28;200
24/12/2015;22;13;15;40;23;200
24/12/2015;23;9;13;50;19;200
24/12/2015;24;6;13;53;20;200
25/12/2015;1;6;12;49;27;200
25/12/2015;2;6;13;50;28;200
25/12/2015;3;4;11;47;25;200
25/12/2015;4;5;8;51;21;200
25/12/2015;5;5;7;53;19;200
25/12/2015;6;4;10;34;35;200
25/12/2015;7;7;13;24;34;200
25/12/2015;8;10;16;23;28;300
25/12/2015;9;13;17;30;22;300
25/12/2015;10;14;18;33;21;300
25/12/2015;11;13;19;35;20;200
25/12/2015;12;13;19;33;24;300
25/12/2015;13;13;17;33;27;300
25/12/2015;14;13;18;32;26;300
25/12/2015;15;13;15;34;28;300
25/12/2015;16;11;14;35;25;300
25/12/2015;17;12;15;27;33;300
25/12/2015;18;12;17;18;44;400
25/12/2015;19;15;21;18;47;300
25/12/2015;20;14;21;26;37;300
25/12/2015;21;15;20;25;38;300
25/12/2015;22;16;20;28;33;300
25/12/2015;23;15;21;25;34;300
25/12/2015;24;15;21;22;36;300
26/12/2015;1;16;21;16;43;300
26/12/2015;2;13;21;19;38;200
26/12/2015;3;11;18;29;26;200
26/12/2015;4;11;16;27;25;200
26/12/2015;5;10;15;20;33;200
26/12/2015;6;10;16;15;36;200
26/12/2015;7;12;16;10;46;300
26/12/2015;8;12;17;10;46;200
26/12/2015;9;12;19;11;45;300
26/12/2015;10;15;23;14;45;300
26/12/2015;11;17;24;20;39;300
26/12/2015;12;18;23;26;35;300
26/12/2015;13;16;23;32;33;300
26/12/2015;14;15;23;41;26;300
26/12/2015;15;14;21;35;33;300
26/12/2015;16;13;22;25;45;300
26/12/2015;17;15;22;16;54;300
26/12/2015;18;16;23;6;67;400
26/12/2015;19;18;26;7;62;400
26/12/2015;20;21;29;8;65;500
26/12/2015;21;24;41;8;59;400
26/12/2015;22;21;26;11;52;400
26/12/2015;23;22;26;11;48;300
26/12/2015;24;21;25;9;47;300
27/12/2015;1;20;24;5;51;300
27/12/2015;2;19;25;2;52;300
27/12/2015;3;17;23;7;45;300
27/12/2015;4;16;22;20;32;300
27/12/2015;5;15;19;25;26;300
27/12/2015;6;14;20;23;28;300
27/12/2015;7;14;21;21;30;300
27/12/2015;8;15;22;19;31;300
27/12/2015;9;15;21;17;34;300
27/12/2015;10;14;24;18;35;300
27/12/2015;11;16;24;19;38;300
27/12/2015;12;17;21;26;33;300
27/12/2015;13;14;20;33;26;300
27/12/2015;14;13;19;28;34;300
27/12/2015;15;14;20;27;35;300
27/12/2015;16;14;20;16;46;300
27/12/2015;17;16;22;8;60;300
27/12/2015;18;17;23;3;70;500
27/12/2015;19;20;30;3;76;600
27/12/2015;20;25;36;3;70;500
27/12/2015;21;27;35;2;69;400
27/12/2015;22;27;35;3;67;500
27/12/2015;23;28;34;3;60;500
27/12/2015;24;24;30;2;60;500
28/12/2015;1;23;29;5;50;300
28/12/2015;2;19;23;5;49;300
28/12/2015;3;18;24;8;46;400
28/12/2015;4;15;18;11;42;300
28/12/2015;5;13;15;15;34;200
28/12/2015;6;13;18;6;42;200
28/12/2015;7;16;21;4;45;300
28/12/2015;8;16;24;2;56;300
28/12/2015;9;19;29;3;51;300
28/12/2015;10;20;31;6;48;300
28/12/2015;11;21;32;12;42;300
28/12/2015;12;20;28;14;37;300
28/12/2015;13;18;29;14;42;300
28/12/2015;14;18;28;13;47;300
28/12/2015;15;19;29;7;56;300
28/12/2015;16;20;31;4;61;400
28/12/2015;17;21;31;2;69;500
28/12/2015;18;22;33;2;64;400
28/12/2015;19;22;29;2;64;400
28/12/2015;20;21;30;4;59;400
28/12/2015;21;21;28;2;59;300
28/12/2015;22;22;28;2;62;300
28/12/2015;23;21;28;3;56;400
28/12/2015;24;20;27;3;55;300
29/12/2015;1;20;24;4;53;300
29/12/2015;2;16;20;7;47;300
29/12/2015;3;12;17;12;41;200
29/12/2015;4;10;15;21;34;200
29/12/2015;5;9;14;22;29;300
29/12/2015;6;9;13;22;36;200
29/12/2015;7;9;13;16;46;200
29/12/2015;8;8;13;12;54;200
29/12/2015;9;7;15;26;50;200
29/12/2015;10;5;10;35;44;200
29/12/2015;11;4;11;32;50;300
29/12/2015;12;6;17;40;41;200
29/12/2015;13;7;12;48;32;200
29/12/2015;14;9;19;41;38;200
29/12/2015;15;9;22;41;41;200
29/12/2015;16;9;23;28;56;300
29/12/2015;17;10;20;12;76;400
29/12/2015;18;10;21;7;80;300
29/12/2015;19;12;22;9;70;400
29/12/2015;20;12;24;6;73;400
29/12/2015;21;13;23;7;68;300
29/12/2015;22;14;27;4;69;300
29/12/2015;23;15;28;5;67;400
29/12/2015;24;15;25;10;58;300
30/12/2015;1;12;20;11;50;300
30/12/2015;2;13;21;12;43;300
30/12/2015;3;12;21;21;33;200
30/12/2015;4;10;17;24;28;200
30/12/2015;5;8;15;21;32;200
30/12/2015;6;7;16;13;44;200
30/12/2015;7;8;16;9;49;200
30/12/2015;8;8;16;5;56;300
30/12/2015;9;9;18;8;56;300
30/12/2015;10;8;20;14;49;300
30/12/2015;11;11;22;17;48;300
30/12/2015;12;10;22;20;49;300
30/12/2015;13;11;21;20;50;300
30/12/2015;14;10;21;22;48;300
30/12/2015;15;10;17;33;40;200
30/12/2015;16;8;17;17;59;300
30/12/2015;17;8;18;6;71;400
30/12/2015;18;11;20;7;71;300
30/12/2015;19;14;19;13;62;300
30/12/2015;20;9;17;13;63;300
30/12/2015;21;10;15;17;54;300
30/12/2015;22;10;13;22;44;200
30/12/2015;23;9;12;21;40;300
30/12/2015;24;10;14;26;29;200
31/12/2015;1;9;14;29;25;200
31/12/2015;2;7;14;31;21;300
31/12/2015;3;8;13;32;20;200
31/12/2015;4;5;13;41;16;200
31/12/2015;5;5;10;45;18;200
31/12/2015;6;4;8;41;30;200
31/12/2015;7;5;10;29;49;200
31/12/2015;8;4;16;24;53;300
31/12/2015;9;6;15;15;62;300
31/12/2015;10;6;19;23;52;300
31/12/2015;11;8;24;34;44;300
31/12/2015;12;n/d;n/d;n/d;n/d;200
31/12/2015;13;n/d;n/d;n/d;n/d;200
31/12/2015;14;n/d;n/d;n/d;38;200
31/12/2015;15;8;28;34;45;300
31/12/2015;16;9;27;24;50;300
31/12/2015;17;11;30;11;68;400
31/12/2015;18;13;32;11;69;300
31/12/2015;19;12;32;6;75;400
31/12/2015;20;16;34;10;66;400
31/12/2015;21;18;33;12;59;400
31/12/2015;22;16;32;12;55;400
31/12/2015;23;15;27;15;53;400
31/12/2015;24;13;24;30;36;300
01/01/2016;1;12;20;29;37;300
01/01/2016;2;9;17;22;44;300
01/01/2016;3;9;18;13;52;300
01/01/2016;4;9;19;9;53;300
01/01/2016;5;9;19;3;58;400
01/01/2016;6;13;25;2;57;400
01/01/2016;7;16;28;3;53;400
01/01/2016;8;12;24;5;49;300
01/01/2016;9;14;26;6;47;300
01/01/2016;10;16;29;21;32;300
01/01/2016;11;13;18;20;31;200
01/01/2016;12;10;16;27;26;200
01/01/2016;13;10;17;40;24;200
01/01/2016;14;9;19;43;23;300
01/01/2016;15;10;19;41;22;200
01/01/2016;16;16;21;35;26;300
01/01/2016;17;13;17;30;29;300
01/01/2016;18;11;17;27;29;300
01/01/2016;19;10;17;30;29;300
01/01/2016;20;12;19;27;28;200
01/01/2016;21;12;17;24;31;300
01/01/2016;22;13;18;25;28;300
01/01/2016;23;11;18;25;29;200
01/01/2016;24;8;13;25;27;300
02/01/2016;1;9;10;20;28;200
02/01/2016;2;8;11;21;26;300
02/01/2016;3;8;12;22;22;200
02/01/2016;4;7;10;24;20;300
02/01/2016;5;5;8;21;22;300
02/01/2016;6;5;9;14;32;300
02/01/2016;7;5;10;13;39;300
02/01/2016;8;5;13;24;33;300
02/01/2016;9;6;14;29;35;300
02/01/2016;10;6;16;38;30;300
02/01/2016;11;7;20;48;22;200
02/01/2016;12;8;18;51;21;200
02/01/2016;13;7;19;51;22;300
02/01/2016;14;10;20;51;22;200
02/01/2016;15;8;18;47;26;200
02/01/2016;16;7;17;42;35;300
02/01/2016;17;5;12;38;40;300
02/01/2016;18;7;11;38;38;300
02/01/2016;19;8;14;34;41;300
02/01/2016;20;8;17;37;37;300
02/01/2016;21;8;16;40;34;200
02/01/2016;22;9;15;46;27;200
02/01/2016;23;6;14;45;27;200
02/01/2016;24;8;17;47;22;200
03/01/2016;1;7;14;47;23;200
03/01/2016;2;6;13;48;23;200
03/01/2016;3;4;11;50;20;200
03/01/2016;4;4;10;48;20;200
03/01/2016;5;4;10;52;16;200
03/01/2016;6;5;11;48;17;200
03/01/2016;7;4;12;47;20;200
03/01/2016;8;4;9;42;22;200
03/01/2016;9;4;12;40;24;200
03/01/2016;10;5;12;42;23;200
03/01/2016;11;5;11;39;29;200
03/01/2016;12;5;9;39;30;300
03/01/2016;13;6;10;42;30;200
03/01/2016;14;4;8;45;27;200
03/01/2016;15;4;8;39;32;200
03/01/2016;16;4;7;42;30;200
03/01/2016;17;6;10;41;29;200
03/01/2016;18;6;7;37;34;300
03/01/2016;19;5;6;36;35;300
03/01/2016;20;6;7;36;33;300
03/01/2016;21;6;9;34;35;300
03/01/2016;22;5;8;40;30;200
03/01/2016;23;4;8;50;22;200
03/01/2016;24;4;9;52;17;200
04/01/2016;1;5;11;50;18;200
04/01/2016;2;4;11;55;12;200
04/01/2016;3;4;12;55;13;300
04/01/2016;4;5;12;55;12;200
04/01/2016;5;4;11;51;16;200
04/01/2016;6;3;13;38;31;200
04/01/2016;7;5;14;25;48;300
04/01/2016;8;6;14;17;59;300
04/01/2016;9;6;17;19;57;300
04/01/2016;10;7;21;29;44;300
04/01/2016;11;9;22;38;36;200
04/01/2016;12;8;22;36;38;200
04/01/2016;13;9;24;42;32;200
04/01/2016;14;10;25;42;32;200
04/01/2016;15;10;24;36;41;200
04/01/2016;16;9;25;34;44;300
04/01/2016;17;10;26;25;49;300
04/01/2016;18;10;25;11;64;400
04/01/2016;19;11;26;9;67;400
04/01/2016;20;12;28;16;58;300
04/01/2016;21;13;27;18;53;300
04/01/2016;22;12;23;26;48;300
04/01/2016;23;8;16;35;35;300
04/01/2016;24;6;13;35;30;300
05/01/2016;1;7;15;42;21;200
05/01/2016;2;7;14;46;17;200
05/01/2016;3;5;12;45;15;200
05/01/2016;4;4;10;48;16;200
05/01/2016;5;4;10;50;16;200
05/01/2016;6;5;10;38;28;200
05/01/2016;7;5;11;25;45;300
05/01/2016;8;3;8;21;52;300
05/01/2016;9;4;10;16;58;300
05/01/2016;10;6;13;23;50;300
05/01/2016;11;5;12;29;45;300
05/01/2016;12;6;15;36;37;200
05/01/2016;13;7;14;43;31;200
05/01/2016;14;6;12;37;38;300
05/01/2016;15;5;13;37;39;300
05/01/2016;16;6;14;37;38;200
05/01/2016;17;5;12;33;43;300
05/01/2016;18;5;10;26;50;400
05/01/2016;19;6;12;26;49;400
05/01/2016;20;6;12;29;43;300
05/01/2016;21;7;13;38;30;300
05/01/2016;22;6;11;39;27;300
05/01/2016;23;5;9;34;29;300
05/01/2016;24;6;12;31;27;300
06/01/2016;1;5;14;36;20;300
06/01/2016;2;4;12;40;17;300
06/01/2016;3;4;10;42;15;300
06/01/2016;4;5;10;43;15;300
06/01/2016;5;4;9;44;17;300
06/01/2016;6;4;8;32;28;300
06/01/2016;7;4;9;19;47;400
06/01/2016;8;5;10;13;55;400
06/01/2016;9;6;11;9;57;400
06/01/2016;10;7;13;9;55;400
06/01/2016;11;8;15;15;47;400
06/01/2016;12;7;15;20;42;400
06/01/2016;13;8;13;27;37;300
06/01/2016;14;9;17;21;44;300
06/01/2016;15;8;17;22;42;300
06/01/2016;16;7;13;16;48;400
06/01/2016;17;8;13;14;50;400
06/01/2016;18;8;13;11;53;400
06/01/2016;19;8;13;9;53;500
06/01/2016;20;11;16;7;51;500
06/01/2016;21;13;17;6;46;500
06/01/2016;22;11;18;8;40;500
06/01/2016;23;13;21;9;39;500
06/01/2016;24;10;21;11;35;400
07/01/2016;1;11;18;12;31;300
07/01/2016;2;10;17;18;23;300
07/01/2016;3;7;15;29;18;300
07/01/2016;4;3;9;38;15;300
07/01/2016;5;5;6;44;19;200
07/01/2016;6;3;4;43;26;200
07/01/2016;7;3;6;37;37;200
07/01/2016;8;2;9;28;46;300
07/01/2016;9;4;5;15;60;400
07/01/2016;10;5;8;7;66;400
07/01/2016;11;8;11;18;58;300
07/01/2016;12;7;14;49;35;200
07/01/2016;13;4;12;63;22;200
07/01/2016;14;5;18;62;21;200
07/01/2016;15;5;19;57;27;200
07/01/2016;16;6;17;51;31;200
07/01/2016;17;4;13;46;35;200
07/01/2016;18;6;14;33;48;300
07/01/2016;19;5;15;34;46;300
07/01/2016;20;7;13;34;46;300
07/01/2016;21;7;13;36;43;300
07/01/2016;22;7;14;40;37;200
07/01/2016;23;7;13;38;35;200
07/01/2016;24;6;13;43;30;200
08/01/2016;1;5;15;43;28;200
08/01/2016;2;4;12;42;27;200
08/01/2016;3;5;13;39;30;300
08/01/2016;4;5;15;24;43;300
08/01/2016;5;7;17;4;62;300
08/01/2016;6;9;19;2;65;300
08/01/2016;7;9;21;2;67;400
08/01/2016;8;11;26;2;68;500
08/01/2016;9;15;32;3;65;600
08/01/2016;10;18;38;4;63;500
08/01/2016;11;19;38;6;63;500
08/01/2016;12;19;36;10;58;400
08/01/2016;13;19;36;10;57;500
08/01/2016;14;19;35;9;61;500
08/01/2016;15;16;28;7;67;400
08/01/2016;16;15;27;7;60;400
08/01/2016;17;14;23;7;61;500
08/01/2016;18;13;20;4;69;500
08/01/2016;19;14;23;4;71;500
08/01/2016;20;17;23;6;64;400
08/01/2016;21;19;24;12;59;400
08/01/2016;22;18;24;12;61;400
08/01/2016;23;18;22;10;59;400
08/01/2016;24;18;24;5;62;400
09/01/2016;1;19;25;4;53;400
09/01/2016;2;16;22;6;49;400
09/01/2016;3;14;18;5;45;400
09/01/2016;4;18;22;4;46;400
09/01/2016;5;16;20;15;38;300
09/01/2016;6;12;15;23;38;300
09/01/2016;7;7;10;33;33;300
09/01/2016;8;7;10;19;45;300
09/01/2016;9;10;14;17;48;400
09/01/2016;10;9;13;23;42;300
09/01/2016;11;8;14;40;34;300
09/01/2016;12;6;11;52;26;300
09/01/2016;13;6;14;49;31;300
09/01/2016;14;7;16;51;28;300
09/01/2016;15;8;16;53;29;300
09/01/2016;16;6;13;48;35;300
09/01/2016;17;7;15;22;64;400
09/01/2016;18;8;17;25;59;400
09/01/2016;19;9;17;27;54;400
09/01/2016;20;9;17;31;47;300
09/01/2016;21;8;17;40;35;300
09/01/2016;22;8;9;55;24;300
09/01/2016;23;5;3;59;27;300
09/01/2016;24;2;6;56;30;300
10/01/2016;1;2;5;56;25;200
10/01/2016;2;3;9;64;21;200
10/01/2016;3;2;6;66;20;200
10/01/2016;4;2;7;59;21;200
10/01/2016;5;1;8;60;19;300
10/01/2016;6;3;9;58;19;200
10/01/2016;7;2;7;51;25;300
10/01/2016;8;2;7;47;28;300
10/01/2016;9;4;9;39;36;300
10/01/2016;10;3;10;38;33;300
10/01/2016;11;6;11;39;33;300
10/01/2016;12;6;12;45;30;300
10/01/2016;13;6;8;46;32;300
10/01/2016;14;5;7;50;30;300
10/01/2016;15;3;4;46;33;300
10/01/2016;16;4;4;38;47;300
10/01/2016;17;4;6;33;56;300
10/01/2016;18;7;7;41;46;300
10/01/2016;19;8;11;37;49;300
10/01/2016;20;9;9;35;46;400
10/01/2016;21;9;12;34;46;400
10/01/2016;22;10;14;33;44;400
10/01/2016;23;8;12;30;42;400
10/01/2016;24;8;11;32;36;400
11/01/2016;1;8;11;41;22;300
11/01/2016;2;5;9;46;17;300
11/01/2016;3;3;6;49;15;300
11/01/2016;4;2;6;54;14;300
11/01/2016;5;3;5;56;17;300
11/01/2016;6;1;6;36;43;300
11/01/2016;7;3;5;29;54;400
11/01/2016;8;2;4;26;60;400
11/01/2016;9;3;7;33;50;400
11/01/2016;10;4;7;40;43;300
11/01/2016;11;4;8;40;44;300
11/01/2016;12;4;8;41;44;300
11/01/2016;13;4;8;53;33;300
11/01/2016;14;5;7;51;34;300
11/01/2016;15;3;8;51;33;300
11/01/2016;16;3;10;46;36;200
11/01/2016;17;3;8;40;42;300
11/01/2016;18;3;10;35;48;300
11/01/2016;19;5;11;38;44;300
11/01/2016;20;7;11;45;34;300
11/01/2016;21;5;10;46;28;300
11/01/2016;22;5;8;55;23;200
11/01/2016;23;4;8;53;24;200
11/01/2016;24;4;8;53;21;200
12/01/2016;1;3;6;53;14;100
12/01/2016;2;1;3;52;12;100
12/01/2016;3;0;4;52;12;100
12/01/2016;4;1;5;49;12;200
12/01/2016;5;3;4;45;15;200
12/01/2016;6;3;6;35;30;200
12/01/2016;7;3;8;17;49;200
12/01/2016;8;5;6;15;55;300
12/01/2016;9;4;9;17;54;300
12/01/2016;10;4;8;23;48;300
12/01/2016;11;4;10;29;43;200
12/01/2016;12;5;11;37;34;200
12/01/2016;13;6;10;42;34;200
12/01/2016;14;6;15;40;36;200
12/01/2016;15;6;16;45;34;200
12/01/2016;16;5;13;38;41;200
12/01/2016;17;5;14;30;49;200
12/01/2016;18;6;14;37;41;200
12/01/2016;19;6;15;38;41;200
12/01/2016;20;9;15;46;31;200
12/01/2016;21;6;11;50;24;200
12/01/2016;22;7;8;51;24;200
12/01/2016;23;5;10;50;22;200
12/01/2016;24;5;10;54;18;200
13/01/2016;1;3;9;53;19;200
