date;heure;PM25;PM10;NO2;O3;CO
25/01/2016;22;20;28;50;7;400
25/01/2016;23;19;26;43;8;300
25/01/2016;24;17;25;51;3;400
26/01/2016;1;17;26;43;5;300
26/01/2016;2;17;27;43;3;500
26/01/2016;3;21;26;43;2;400
26/01/2016;4;18;26;42;2;400
26/01/2016;5;20;25;41;2;400
26/01/2016;6;20;27;42;2;400
26/01/2016;7;23;29;47;2;400
26/01/2016;8;24;32;50;2;500
26/01/2016;9;26;41;46;3;500
26/01/2016;10;22;40;44;11;300
26/01/2016;11;16;27;40;24;300
26/01/2016;12;13;24;36;33;300
26/01/2016;13;14;22;29;42;200
26/01/2016;14;12;23;30;47;200
26/01/2016;15;10;20;32;47;300
26/01/2016;16;8;17;39;41;300
26/01/2016;17;8;15;39;39;300
26/01/2016;18;6;16;45;32;300
26/01/2016;19;8;16;45;32;300
26/01/2016;20;9;17;34;39;300
26/01/2016;21;9;17;31;41;200
26/01/2016;22;10;18;24;47;200
26/01/2016;23;7;17;20;52;200
26/01/2016;24;6;15;15;55;200
27/01/2016;1;5;14;12;58;300
27/01/2016;2;7;13;11;58;200
27/01/2016;3;7;15;9;61;200
27/01/2016;4;6;14;11;59;300
27/01/2016;5;4;14;12;58;300
27/01/2016;6;5;13;24;46;300
27/01/2016;7;5;15;42;32;300
27/01/2016;8;n/d;n/d;56;21;300
27/01/2016;9;n/d;n/d;56;19;400
27/01/2016;10;n/d;n/d;44;23;300
27/01/2016;11;n/d;n/d;41;25;300
27/01/2016;12;n/d;n/d;35;31;300
27/01/2016;13;8;16;34;32;300
27/01/2016;14;7;16;36;33;300
27/01/2016;15;9;15;39;29;300
27/01/2016;16;6;15;40;30;300
27/01/2016;17;5;14;43;26;300
27/01/2016;18;6;13;45;25;300
27/01/2016;19;8;14;43;25;400
27/01/2016;20;10;15;36;27;300
27/01/2016;21;11;18;31;29;300
27/01/2016;22;11;18;24;35;300
27/01/2016;23;11;18;21;35;300
27/01/2016;24;11;16;21;31;300
28/01/2016;1;7;11;16;56;100
28/01/2016;2;1;4;15;63;100
28/01/2016;3;1;4;13;62;100
28/01/2016;4;2;7;15;55;200
28/01/2016;5;2;8;15;55;100
28/01/2016;6;4;11;32;40;200
28/01/2016;7;3;12;39;33;200
28/01/2016;8;3;13;51;25;200
28/01/2016;9;4;18;59;22;300
28/01/2016;10;5;19;54;26;200
28/01/2016;11;7;25;49;31;200
28/01/2016;12;9;24;47;34;200
28/01/2016;13;10;25;55;26;200
28/01/2016;14;12;30;57;27;200
28/01/2016;15;9;27;46;32;200
28/01/2016;16;8;24;60;20;200
28/01/2016;17;11;29;69;12;200
28/01/2016;18;11;25;71;9;300
28/01/2016;19;11;25;73;7;300
28/01/2016;20;12;27;76;5;300
28/01/2016;21;14;30;76;4;400
28/01/2016;22;15;30;75;5;400
28/01/2016;23;16;28;62;14;300
28/01/2016;24;13;25;56;17;300
29/01/2016;1;11;20;42;27;200
29/01/2016;2;8;17;29;39;200
29/01/2016;3;6;13;26;44;200
29/01/2016;4;5;14;21;49;200
29/01/2016;5;5;15;21;46;200
29/01/2016;6;6;20;49;21;200
29/01/2016;7;7;21;65;12;300
29/01/2016;8;8;19;75;8;300
29/01/2016;9;7;20;67;16;300
29/01/2016;10;5;18;59;21;300
29/01/2016;11;7;19;52;29;300
29/01/2016;12;7;18;44;36;200
29/01/2016;13;6;14;35;42;200
29/01/2016;14;6;14;39;38;200
29/01/2016;15;7;15;44;32;300
29/01/2016;16;7;16;45;30;300
29/01/2016;17;6;14;52;22;300
29/01/2016;18;8;17;52;23;300
29/01/2016;19;9;18;46;25;300
29/01/2016;20;10;20;41;28;300
29/01/2016;21;10;19;36;31;300
29/01/2016;22;11;17;28;37;300
29/01/2016;23;8;12;25;39;200
29/01/2016;24;5;9;25;40;200
30/01/2016;1;4;9;23;46;200
30/01/2016;2;2;5;22;50;200
30/01/2016;3;2;6;17;55;200
30/01/2016;4;1;6;13;58;200
30/01/2016;5;3;9;13;58;200
30/01/2016;6;4;10;17;56;200
30/01/2016;7;4;10;20;57;200
30/01/2016;8;3;8;23;54;200
30/01/2016;9;4;10;23;53;200
30/01/2016;10;3;8;23;53;200
30/01/2016;11;4;7;24;50;200
30/01/2016;12;4;7;24;49;200
30/01/2016;13;1;5;29;43;200
30/01/2016;14;5;9;45;37;200
30/01/2016;15;4;7;42;45;200
30/01/2016;16;5;8;31;53;200
30/01/2016;17;4;7;29;51;200
30/01/2016;18;4;7;49;35;200
30/01/2016;19;7;11;58;28;300
30/01/2016;20;9;16;55;32;300
30/01/2016;21;10;16;50;35;300
30/01/2016;22;11;16;41;39;300
30/01/2016;23;10;13;31;47;200
30/01/2016;24;7;11;33;43;200
31/01/2016;1;5;8;34;43;200
31/01/2016;2;4;9;29;49;200
31/01/2016;3;4;6;26;48;200
31/01/2016;4;4;6;26;45;200
31/01/2016;5;1;5;23;49;200
31/01/2016;6;5;10;25;45;300
31/01/2016;7;4;8;31;43;300
31/01/2016;8;2;6;30;46;300
31/01/2016;9;3;6;34;44;300
31/01/2016;10;3;5;41;40;200
31/01/2016;11;0;4;47;30;300
31/01/2016;12;3;8;40;35;300
31/01/2016;13;5;10;32;40;200
31/01/2016;14;6;10;29;40;200
31/01/2016;15;3;6;24;42;200
31/01/2016;16;2;5;31;35;200
31/01/2016;17;3;4;36;32;200
31/01/2016;18;5;8;33;33;200
31/01/2016;19;5;9;33;34;200
31/01/2016;20;6;9;35;34;200
31/01/2016;21;5;7;24;45;200
31/01/2016;22;3;7;19;48;200
31/01/2016;23;3;5;16;52;200
31/01/2016;24;1;3;11;56;200
01/02/2016;1;0;3;8;64;100
01/02/2016;2;2;5;8;64;100
01/02/2016;3;3;8;6;67;100
01/02/2016;4;4;8;8;65;100
01/02/2016;5;5;13;9;68;100
01/02/2016;6;6;17;24;55;100
01/02/2016;7;6;16;45;37;200
01/02/2016;8;8;21;61;24;300
01/02/2016;9;9;24;60;24;300
01/02/2016;10;8;21;56;25;200
01/02/2016;11;9;25;45;33;200
01/02/2016;12;9;28;34;46;200
01/02/2016;13;8;20;33;47;200
01/02/2016;14;8;21;30;51;200
01/02/2016;15;7;14;37;43;200
01/02/2016;16;6;14;39;41;200
01/02/2016;17;5;13;44;35;200
01/02/2016;18;5;11;51;27;300
01/02/2016;19;8;11;53;28;300
01/02/2016;20;10;15;45;37;300
01/02/2016;21;9;15;33;44;200
01/02/2016;22;6;15;28;49;200
01/02/2016;23;5;14;23;55;200
01/02/2016;24;5;14;20;55;200
02/02/2016;1;5;13;15;57;200
02/02/2016;2;4;12;15;57;200
02/02/2016;3;4;13;14;57;200
02/02/2016;4;3;11;14;56;200
02/02/2016;5;3;9;17;53;200
02/02/2016;6;4;7;26;47;200
02/02/2016;7;4;9;44;34;200
02/02/2016;8;4;7;53;27;300
02/02/2016;9;4;9;54;25;300
02/02/2016;10;4;11;43;36;200
02/02/2016;11;4;11;37;40;200
02/02/2016;12;5;10;38;40;200
02/02/2016;13;6;12;35;40;300
02/02/2016;14;7;13;35;40;300
02/02/2016;15;4;10;32;49;200
02/02/2016;16;3;8;39;46;200
02/02/2016;17;2;6;46;39;200
02/02/2016;18;5;9;54;34;300
02/02/2016;19;7;13;58;26;300
02/02/2016;20;7;14;60;24;300
02/02/2016;21;9;15;49;29;300
02/02/2016;22;9;17;38;36;200
02/02/2016;23;9;16;34;38;200
02/02/2016;24;7;17;30;43;200
03/02/2016;1;6;17;23;49;200
03/02/2016;2;5;15;16;56;200
03/02/2016;3;5;13;13;58;100
03/02/2016;4;3;12;12;62;100
03/02/2016;5;2;9;16;59;100
03/02/2016;6;3;9;29;43;200
03/02/2016;7;3;10;43;34;200
03/02/2016;8;4;11;49;31;200
03/02/2016;9;5;13;61;24;300
03/02/2016;10;5;17;47;33;200
03/02/2016;11;7;18;37;48;200
03/02/2016;12;7;19;30;55;100
03/02/2016;13;6;18;30;57;100
03/02/2016;14;5;19;26;61;100
03/02/2016;15;5;18;30;54;100
03/02/2016;16;5;15;36;45;200
03/02/2016;17;5;11;41;41;200
03/02/2016;18;5;11;46;33;200
03/02/2016;19;7;13;48;29;200
03/02/2016;20;9;16;53;24;300
03/02/2016;21;11;19;43;33;200
03/02/2016;22;11;21;36;33;200
03/02/2016;23;8;19;35;33;200
03/02/2016;24;8;19;34;32;200
04/02/2016;1;7;16;31;33;200
04/02/2016;2;6;14;20;43;200
04/02/2016;3;4;13;20;41;200
04/02/2016;4;3;13;20;41;200
04/02/2016;5;3;14;22;41;200
04/02/2016;6;2;15;34;31;200
04/02/2016;7;3;16;47;23;200
04/02/2016;8;6;19;59;16;300
04/02/2016;9;6;20;62;17;400
04/02/2016;10;7;22;62;15;300
04/02/2016;11;9;20;52;25;300
04/02/2016;12;7;14;43;30;300
04/02/2016;13;7;11;45;27;300
04/02/2016;14;8;13;43;25;300
04/02/2016;15;6;11;50;21;300
04/02/2016;16;n/d;11;48;28;300
04/02/2016;17;n/d;10;50;27;300
04/02/2016;18;n/d;11;55;22;400
04/02/2016;19;n/d;17;55;23;400
04/02/2016;20;n/d;19;58;19;400
04/02/2016;21;12;20;56;21;400
04/02/2016;22;13;21;47;28;300
04/02/2016;23;10;17;43;30;300
04/02/2016;24;7;13;32;38;300
05/02/2016;1;5;12;33;34;200
05/02/2016;2;6;12;29;38;200
05/02/2016;3;4;8;19;44;200
05/02/2016;4;4;7;18;45;200
05/02/2016;5;4;9;18;43;200
05/02/2016;6;4;10;38;27;300
05/02/2016;7;4;8;60;11;300
05/02/2016;8;4;9;67;7;400
05/02/2016;9;6;15;66;9;500
05/02/2016;10;7;16;63;9;400
05/02/2016;11;9;17;54;13;400
05/02/2016;12;10;16;48;20;400
05/02/2016;13;7;12;34;40;300
05/02/2016;14;5;10;36;38;300
05/02/2016;15;5;9;42;33;300
05/02/2016;16;3;7;38;37;300
05/02/2016;17;5;9;40;35;300
05/02/2016;18;5;10;39;34;300
05/02/2016;19;6;11;47;27;400
05/02/2016;20;9;14;66;14;400
05/02/2016;21;13;18;74;4;400
05/02/2016;22;14;22;62;7;400
05/02/2016;23;13;20;51;14;300
05/02/2016;24;12;18;49;11;300
06/02/2016;1;12;18;43;13;300
06/02/2016;2;10;16;30;21;300
06/02/2016;3;9;14;29;19;400
06/02/2016;4;13;13;31;20;300
06/02/2016;5;11;15;25;25;400
06/02/2016;6;9;15;30;27;300
06/02/2016;7;10;16;26;35;300
06/02/2016;8;9;18;37;27;300
06/02/2016;9;10;19;38;29;300
06/02/2016;10;8;19;34;43;300
06/02/2016;11;8;21;31;47;300
06/02/2016;12;9;20;27;54;300
06/02/2016;13;11;21;25;57;300
06/02/2016;14;12;17;24;61;300
06/02/2016;15;8;15;27;57;300
06/02/2016;16;8;12;32;55;300
06/02/2016;17;8;12;48;41;300
06/02/2016;18;9;14;57;31;400
06/02/2016;19;10;12;50;35;300
06/02/2016;20;9;17;46;40;300
06/02/2016;21;9;16;35;45;300
06/02/2016;22;9;16;29;53;200
06/02/2016;23;7;12;21;60;200
06/02/2016;24;6;10;19;62;200
07/02/2016;1;6;11;18;62;200
07/02/2016;2;4;10;14;65;200
07/02/2016;3;3;9;16;68;200
07/02/2016;4;4;7;18;73;200
07/02/2016;5;3;3;14;71;200
07/02/2016;6;3;5;12;67;200
07/02/2016;7;3;8;17;62;200
07/02/2016;8;2;11;26;52;200
07/02/2016;9;3;12;25;51;200
07/02/2016;10;5;12;21;56;200
07/02/2016;11;5;13;17;59;200
07/02/2016;12;6;16;15;62;200
07/02/2016;13;5;13;18;62;200
07/02/2016;14;5;15;17;62;200
07/02/2016;15;5;14;21;60;200
07/02/2016;16;4;15;26;56;200
07/02/2016;17;5;13;40;41;300
07/02/2016;18;6;15;40;42;300
07/02/2016;19;7;13;36;44;300
07/02/2016;20;6;13;30;50;300
07/02/2016;21;6;14;21;56;200
07/02/2016;22;4;12;15;62;200
07/02/2016;23;5;10;11;67;200
07/02/2016;24;2;10;8;70;200
08/02/2016;1;2;8;7;69;200
08/02/2016;2;0;5;6;68;200
08/02/2016;3;n/d;4;6;70;200
08/02/2016;4;1;4;6;71;200
08/02/2016;5;1;7;7;72;200
08/02/2016;6;1;6;19;64;200
08/02/2016;7;6;13;28;55;200
08/02/2016;8;8;16;43;45;200
08/02/2016;9;11;23;38;48;200
08/02/2016;10;9;30;32;59;200
08/02/2016;11;9;23;29;58;200
08/02/2016;12;9;21;24;65;200
08/02/2016;13;8;n/d;21;67;200
08/02/2016;14;9;n/d;26;64;200
08/02/2016;15;5;16;28;57;200
08/02/2016;16;7;12;31;57;200
08/02/2016;17;7;12;27;61;200
08/02/2016;18;4;10;35;53;200
08/02/2016;19;3;14;38;48;200
08/02/2016;20;9;24;37;49;200
08/02/2016;21;9;17;27;56;200
08/02/2016;22;10;18;21;60;200
08/02/2016;23;11;20;24;57;200
08/02/2016;24;10;27;21;58;200
09/02/2016;1;9;26;17;60;300
09/02/2016;2;7;19;11;66;200
09/02/2016;3;5;18;11;68;300
09/02/2016;4;5;10;10;67;300
09/02/2016;5;3;12;12;66;300
09/02/2016;6;4;12;37;43;300
09/02/2016;7;4;11;54;29;300
09/02/2016;8;4;5;45;39;300
09/02/2016;9;n/d;10;31;53;300
09/02/2016;10;1;7;33;49;300
09/02/2016;11;2;8;29;53;300
09/02/2016;12;2;13;26;57;300
09/02/2016;13;5;8;24;60;300
09/02/2016;14;2;9;24;65;200
09/02/2016;15;3;6;30;65;200
09/02/2016;16;3;7;47;49;300
09/02/2016;17;3;7;51;44;300
09/02/2016;18;3;8;56;38;300
09/02/2016;19;4;7;55;41;400
09/02/2016;20;6;9;56;37;300
09/02/2016;21;5;9;43;45;300
09/02/2016;22;5;7;24;55;200
09/02/2016;23;2;6;23;58;200
09/02/2016;24;2;4;22;62;200
10/02/2016;1;1;3;15;67;200
10/02/2016;2;2;2;11;70;200
10/02/2016;3;0;4;10;68;200
10/02/2016;4;2;5;11;67;200
10/02/2016;5;3;5;12;66;200
10/02/2016;6;3;12;24;56;200
10/02/2016;7;2;12;46;38;200
10/02/2016;8;4;12;55;29;200
10/02/2016;9;3;19;55;32;300
10/02/2016;10;5;18;43;40;200
10/02/2016;11;7;20;38;47;200
10/02/2016;12;8;18;33;53;200
10/02/2016;13;n/d;n/d;n/d;n/d;n/d
10/02/2016;14;n/d;n/d;n/d;n/d;n/d
10/02/2016;15;n/d;n/d;31;n/d;200
10/02/2016;16;5;n/d;34;50;200
10/02/2016;17;5;n/d;44;41;200
10/02/2016;18;4;10;52;35;300
10/02/2016;19;5;10;52;34;300
10/02/2016;20;8;11;49;36;300
10/02/2016;21;8;13;37;47;200
10/02/2016;22;8;13;26;54;200
10/02/2016;23;6;11;29;49;200
10/02/2016;24;5;9;27;52;200
11/02/2016;1;4;8;18;57;200
11/02/2016;2;5;8;17;57;200
11/02/2016;3;4;7;17;56;200
11/02/2016;4;3;8;22;51;200
11/02/2016;5;3;10;27;44;300
11/02/2016;6;4;11;52;18;300
11/02/2016;7;8;13;66;5;400
11/02/2016;8;10;17;71;4;400
11/02/2016;9;11;19;73;7;400
11/02/2016;10;14;24;64;11;400
11/02/2016;11;15;25;53;24;400
11/02/2016;12;12;24;46;39;300
11/02/2016;13;9;16;36;49;300
11/02/2016;14;8;17;41;45;200
11/02/2016;15;9;18;47;39;300
11/02/2016;16;8;15;44;43;300
11/02/2016;17;8;12;53;33;400
11/02/2016;18;9;12;63;26;400
11/02/2016;19;10;16;80;9;500
11/02/2016;20;12;21;78;8;500
11/02/2016;21;14;23;62;17;400
11/02/2016;22;13;20;40;34;300
11/02/2016;23;11;15;38;36;300
11/02/2016;24;10;12;34;38;300
12/02/2016;1;12;13;30;40;300
12/02/2016;2;12;13;22;44;300
12/02/2016;3;9;12;18;47;300
12/02/2016;4;8;12;19;45;200
12/02/2016;5;10;11;23;41;200
12/02/2016;6;8;12;44;22;300
12/02/2016;7;8;14;61;11;300
12/02/2016;8;8;15;55;15;300
12/02/2016;9;10;12;54;17;300
12/02/2016;10;9;14;40;30;300
12/02/2016;11;10;15;33;37;300
12/02/2016;12;10;15;39;32;300
12/02/2016;13;11;14;36;35;400
12/02/2016;14;9;12;40;29;400
12/02/2016;15;9;11;39;28;400
12/02/2016;16;8;10;41;26;400
12/02/2016;17;9;10;47;20;400
12/02/2016;18;10;11;49;19;500
12/02/2016;19;10;12;48;21;500
12/02/2016;20;11;12;39;27;500
12/02/2016;21;10;10;41;24;400
12/02/2016;22;9;13;54;13;300
12/02/2016;23;11;13;54;12;400
12/02/2016;24;14;11;65;5;400
13/02/2016;1;13;14;60;7;300
13/02/2016;2;14;19;52;8;500
13/02/2016;3;18;22;51;5;400
13/02/2016;4;21;23;47;7;400
13/02/2016;5;19;23;36;14;300
13/02/2016;6;15;19;35;13;300
13/02/2016;7;12;16;40;8;300
13/02/2016;8;13;13;49;6;300
13/02/2016;9;10;14;54;12;300
13/02/2016;10;9;16;54;18;300
13/02/2016;11;6;14;59;23;300
13/02/2016;12;8;12;51;34;400
13/02/2016;13;8;13;42;46;400
13/02/2016;14;8;15;41;47;400
13/02/2016;15;10;19;50;42;400
13/02/2016;16;10;15;64;29;400
13/02/2016;17;9;14;60;31;300
13/02/2016;18;7;11;57;35;300
13/02/2016;19;8;14;56;34;300
13/02/2016;20;10;15;49;39;300
13/02/2016;21;9;11;45;39;300
13/02/2016;22;11;12;40;44;300
13/02/2016;23;8;11;35;47;300
13/02/2016;24;8;11;28;43;300
14/02/2016;1;6;8;24;38;200
14/02/2016;2;6;8;26;36;200
14/02/2016;3;6;8;24;36;200
14/02/2016;4;6;10;24;36;200
14/02/2016;5;6;8;22;36;200
14/02/2016;6;7;8;27;31;300
14/02/2016;7;7;8;27;30;300
14/02/2016;8;7;11;33;25;300
14/02/2016;9;7;12;33;26;300
14/02/2016;10;8;13;28;32;300
14/02/2016;11;10;15;24;38;300
14/02/2016;12;10;14;23;39;300
14/02/2016;13;12;14;30;35;300
14/02/2016;14;14;18;41;24;300
14/02/2016;15;14;18;31;21;300
14/02/2016;16;19;20;32;20;400
14/02/2016;17;18;21;34;24;400
14/02/2016;18;14;17;37;34;300
14/02/2016;19;13;17;39;43;300
14/02/2016;20;13;18;32;52;300
14/02/2016;21;16;19;34;47;300
14/02/2016;22;16;18;38;42;300
14/02/2016;23;13;17;29;49;300
14/02/2016;24;11;15;26;47;300
15/02/2016;1;10;17;20;55;200
15/02/2016;2;7;16;16;55;200
15/02/2016;3;6;13;17;56;200
15/02/2016;4;6;10;17;58;200
15/02/2016;5;6;7;20;57;200
15/02/2016;6;8;9;32;46;200
15/02/2016;7;6;10;34;45;200
15/02/2016;8;8;13;41;39;300
15/02/2016;9;10;18;46;37;300
15/02/2016;10;11;19;34;43;200
15/02/2016;11;8;20;32;45;200
15/02/2016;12;9;22;28;50;200
15/02/2016;13;8;19;24;52;200
15/02/2016;14;6;18;27;54;200
15/02/2016;15;6;17;28;50;200
15/02/2016;16;4;13;32;49;200
15/02/2016;17;5;11;32;47;300
15/02/2016;18;4;9;40;37;300
15/02/2016;19;6;10;44;34;300
15/02/2016;20;7;12;46;30;300
15/02/2016;21;8;15;42;32;300
15/02/2016;22;8;16;40;31;300
15/02/2016;23;10;16;38;32;300
15/02/2016;24;9;14;36;31;300
16/02/2016;1;9;14;38;28;300
16/02/2016;2;8;13;34;32;300
16/02/2016;3;8;14;30;33;300
16/02/2016;4;8;15;31;29;300
16/02/2016;5;8;17;43;18;300
16/02/2016;6;11;19;55;7;300
16/02/2016;7;14;20;63;4;300
16/02/2016;8;16;27;66;4;400
16/02/2016;9;18;31;61;13;400
16/02/2016;10;14;26;44;25;300
16/02/2016;11;9;21;40;30;300
16/02/2016;12;10;19;31;39;300
16/02/2016;13;10;19;32;38;300
16/02/2016;14;13;19;34;37;300
16/02/2016;15;9;18;33;37;300
16/02/2016;16;8;16;35;38;300
16/02/2016;17;8;14;39;35;300
16/02/2016;18;10;15;49;25;400
16/02/2016;19;11;16;48;24;400
16/02/2016;20;14;19;64;12;500
16/02/2016;21;16;23;56;16;500
16/02/2016;22;16;24;71;6;500
16/02/2016;23;23;30;79;4;600
16/02/2016;24;24;32;75;4;500
17/02/2016;1;22;29;66;4;500
17/02/2016;2;19;26;70;4;500
17/02/2016;3;19;27;63;7;500
17/02/2016;4;21;29;51;11;400
17/02/2016;5;20;26;51;8;400
17/02/2016;6;21;25;55;5;400
17/02/2016;7;19;26;65;3;400
17/02/2016;8;23;29;77;4;600
17/02/2016;9;28;42;82;5;700
17/02/2016;10;24;36;53;15;400
17/02/2016;11;28;42;76;7;600
17/02/2016;12;31;42;68;11;500
17/02/2016;13;30;40;62;13;400
17/02/2016;14;26;35;50;24;400
17/02/2016;15;24;33;48;24;400
17/02/2016;16;21;26;42;28;300
17/02/2016;17;21;25;48;24;400
17/02/2016;18;21;25;51;23;400
17/02/2016;19;23;27;45;27;400
17/02/2016;20;22;26;46;26;400
17/02/2016;21;26;28;53;16;400
17/02/2016;22;28;31;54;18;400
17/02/2016;23;26;30;51;17;400
17/02/2016;24;27;31;54;13;400
18/02/2016;1;30;36;59;6;500
18/02/2016;2;32;39;50;12;400
18/02/2016;3;29;32;44;17;400
18/02/2016;4;27;29;48;12;400
18/02/2016;5;27;29;51;10;400
18/02/2016;6;27;32;58;3;500
18/02/2016;7;30;37;61;2;500
18/02/2016;8;31;42;56;4;600
18/02/2016;9;32;44;56;5;600
18/02/2016;10;32;43;52;6;600
18/02/2016;11;31;44;53;9;500
18/02/2016;12;27;39;59;20;400
18/02/2016;13;19;25;62;23;400
18/02/2016;14;17;24;61;29;400
18/02/2016;15;13;19;64;24;400
18/02/2016;16;14;20;73;7;500
18/02/2016;17;16;22;52;13;400
18/02/2016;18;13;17;52;14;400
18/02/2016;19;14;17;53;13;400
18/02/2016;20;16;20;50;21;400
18/02/2016;21;15;19;44;31;400
18/02/2016;22;17;20;57;15;400
18/02/2016;23;19;25;55;16;400
18/02/2016;24;16;23;47;22;400
19/02/2016;1;12;17;41;28;200
19/02/2016;2;10;15;36;32;200
19/02/2016;3;9;14;42;26;200
19/02/2016;4;8;14;41;26;200
19/02/2016;5;8;14;44;22;300
19/02/2016;6;7;14;57;16;300
19/02/2016;7;5;12;72;6;300
19/02/2016;8;6;17;79;5;400
19/02/2016;9;11;24;84;7;500
19/02/2016;10;11;25;63;18;400
19/02/2016;11;12;22;49;29;300
19/02/2016;12;9;22;40;38;300
19/02/2016;13;11;22;37;45;300
19/02/2016;14;10;19;35;49;300
19/02/2016;15;10;17;36;52;300
19/02/2016;16;12;n/d;35;54;200
19/02/2016;17;8;n/d;51;40;300
19/02/2016;18;8;14;69;23;400
19/02/2016;19;12;20;80;14;400
19/02/2016;20;15;23;77;11;400
19/02/2016;21;17;23;66;14;400
19/02/2016;22;17;24;46;31;300
19/02/2016;23;12;14;37;40;300
19/02/2016;24;9;11;31;47;300
20/02/2016;1;10;12;25;55;300
20/02/2016;2;8;12;19;56;300
20/02/2016;3;6;11;20;55;300
20/02/2016;4;6;9;19;55;300
20/02/2016;5;4;7;17;57;300
20/02/2016;6;4;8;24;50;300
20/02/2016;7;1;5;38;37;300
20/02/2016;8;3;5;39;35;300
20/02/2016;9;2;5;49;26;300
20/02/2016;10;5;8;41;32;300
20/02/2016;11;7;10;32;43;300
20/02/2016;12;4;6;34;39;300
20/02/2016;13;5;9;33;43;300
20/02/2016;14;6;8;29;46;300
20/02/2016;15;6;11;32;42;300
20/02/2016;16;5;9;34;39;300
20/02/2016;17;3;6;35;37;300
20/02/2016;18;8;18;33;37;300
20/02/2016;19;10;13;34;37;300
20/02/2016;20;7;11;29;40;300
20/02/2016;21;8;11;28;40;300
20/02/2016;22;8;12;20;48;300
20/02/2016;23;7;11;22;45;300
20/02/2016;24;6;9;20;45;300
21/02/2016;1;4;7;20;46;300
21/02/2016;2;4;5;16;50;300
21/02/2016;3;3;5;13;52;200
21/02/2016;4;3;5;14;51;200
21/02/2016;5;2;3;14;50;300
21/02/2016;6;3;3;18;48;300
21/02/2016;7;2;4;18;46;300
21/02/2016;8;2;2;18;50;300
21/02/2016;9;2;3;18;49;300
21/02/2016;10;3;5;21;48;300
21/02/2016;11;3;5;19;51;300
21/02/2016;12;2;4;15;58;300
21/02/2016;13;4;6;20;53;300
21/02/2016;14;4;6;26;47;300
21/02/2016;15;4;6;25;48;300
21/02/2016;16;5;8;31;43;300
21/02/2016;17;6;10;37;34;400
21/02/2016;18;6;12;35;39;300
21/02/2016;19;6;10;31;44;400
21/02/2016;20;9;12;26;50;300
21/02/2016;21;9;12;21;56;300
21/02/2016;22;8;13;18;59;300
21/02/2016;23;5;11;17;61;300
21/02/2016;24;6;11;16;62;300
22/02/2016;1;5;9;13;64;200
22/02/2016;2;3;8;12;65;200
22/02/2016;3;4;9;10;65;200
22/02/2016;4;4;7;13;62;200
22/02/2016;5;3;8;19;53;200
22/02/2016;6;5;10;29;44;200
22/02/2016;7;6;14;42;33;200
22/02/2016;8;7;14;52;26;300
22/02/2016;9;8;17;49;26;300
22/02/2016;10;7;17;40;36;300
22/02/2016;11;7;15;33;41;200
22/02/2016;12;7;15;26;46;200
22/02/2016;13;7;16;27;48;200
22/02/2016;14;7;18;36;40;300
22/02/2016;15;8;18;35;42;200
22/02/2016;16;7;16;37;38;200
22/02/2016;17;9;15;38;37;300
22/02/2016;18;7;12;39;35;300
22/02/2016;19;8;11;42;34;300
22/02/2016;20;9;13;38;35;300
22/02/2016;21;8;12;34;35;300
22/02/2016;22;8;12;27;41;200
22/02/2016;23;7;8;23;46;200
22/02/2016;24;6;8;20;55;200
23/02/2016;1;5;8;17;62;200
23/02/2016;2;4;6;18;60;300
23/02/2016;3;1;2;12;64;200
23/02/2016;4;1;3;13;62;200
23/02/2016;5;2;5;16;66;200
23/02/2016;6;2;6;33;51;200
23/02/2016;7;3;6;43;40;200
23/02/2016;8;3;8;48;33;200
23/02/2016;9;6;12;50;28;200
23/02/2016;10;7;12;52;27;200
23/02/2016;11;7;16;34;42;200
23/02/2016;12;9;17;27;51;200
23/02/2016;13;11;18;23;59;200
23/02/2016;14;9;16;20;61;200
23/02/2016;15;7;14;21;59;200
23/02/2016;16;6;13;21;60;200
23/02/2016;17;6;13;30;49;200
23/02/2016;18;7;14;38;43;200
23/02/2016;19;7;14;44;38;200
23/02/2016;20;8;14;59;22;300
23/02/2016;21;11;17;52;30;300
23/02/2016;22;8;14;36;43;200
23/02/2016;23;7;12;42;35;200
23/02/2016;24;8;16;44;31;400
24/02/2016;1;8;15;50;29;400
24/02/2016;2;7;15;57;21;300
24/02/2016;3;10;17;73;6;400
24/02/2016;4;14;20;72;4;500
24/02/2016;5;15;22;72;3;400
24/02/2016;6;17;26;68;2;400
24/02/2016;7;22;31;66;3;400
24/02/2016;8;25;40;75;4;600
24/02/2016;9;31;53;69;7;500
24/02/2016;10;30;50;61;11;400
24/02/2016;11;27;40;57;15;300
24/02/2016;12;23;36;42;30;300
24/02/2016;13;22;34;37;39;200
24/02/2016;14;20;31;34;44;200
24/02/2016;15;10;22;27;55;200
24/02/2016;16;7;14;30;58;200
24/02/2016;17;7;14;25;59;200
24/02/2016;18;7;12;33;50;300
24/02/2016;19;8;11;38;41;300
24/02/2016;20;11;15;47;33;300
24/02/2016;21;14;18;50;31;300
24/02/2016;22;15;19;53;26;300
24/02/2016;23;13;18;60;19;200
24/02/2016;24;12;16;35;40;200
25/02/2016;1;14;18;39;29;300
25/02/2016;2;14;21;34;29;300
25/02/2016;3;17;21;37;25;300
25/02/2016;4;18;22;41;24;300
25/02/2016;5;16;22;49;16;300
25/02/2016;6;17;24;58;6;400
25/02/2016;7;19;27;61;4;400
25/02/2016;8;19;30;61;7;400
